sensor_id,timestamp,temperatura,presion,flujo,consumo_kwh,data_quality,quality_flag
S1,46023.25694,24.44,2.76,43.84,16.05,REAL,0
S1,46023.26389,23.13,2.95,44.48,15.68,REAL,0
S1,46023.27083,24.41,2.78,46.41,15,REAL,0
S1,46023.27778,23.76,2.84,44.07,15.73,REAL,0
S1,46023.28472,23.8,2.83,45.18,16.13,REAL,0
S1,46023.29167,23.89,2.96,44.09,15.97,REAL,0
S1,46023.29861,23.41,3.01,44.93,16.32,REAL,0
S1,46023.30556,23.86,2.87,44.43,15.85,REAL,0
S1,46023.3125,23.02,2.78,45.27,16.31,REAL,0
S1,46023.31944,23.56,2.83,45.08,15.84,REAL,0
S1,46023.32639,23.11,2.93,44.35,15.66,REAL,0
S1,46023.33333,22.5,2.76,42.89,15.61,REAL,0
S1,46023.34028,23.21,2.8,43.59,15.57,REAL,0
S1,46023.34722,23.48,3.05,43.5,15.91,REAL,0
S1,46023.35417,23.33,2.9,43.71,15.33,REAL,0
S1,46023.36111,24.3,2.82,44.48,15.8,REAL,0
S1,46023.36806,24.31,2.82,42.77,15.41,REAL,0
S1,46023.375,22.91,3.09,43.77,15.11,REAL,0
S1,46023.38194,22.08,3.08,43.99,15.16,REAL,0
S1,46023.38889,22.69,3.03,41.22,15.09,REAL,0
S1,46023.39583,22.75,2.91,42.37,15.71,REAL,0
S1,46023.40278,23.1,2.79,41.28,16.03,REAL,0
S1,46023.40972,23.33,2.91,44.88,16.27,REAL,0
S1,46023.41667,22.44,3.04,40.81,15.32,REAL,0
S1,46023.42361,21.53,2.7,41.51,15.34,REAL,0
S1,46023.43056,21.27,2.9,42.16,14.96,REAL,0
S1,46023.4375,22.31,2.81,41.27,14.45,REAL,0
S1,46023.44444,21.86,2.82,41.67,14.46,REAL,0
S1,46023.45139,21.77,2.92,41.67,14.87,REAL,0
S1,46023.45833,21.26,2.67,39.06,15.18,REAL,0
S1,46023.46528,21.69,2.93,43.65,15.06,REAL,0
S1,46023.47222,21.02,2.76,39.93,13.96,REAL,0
S1,46023.47917,21.39,3.05,40.65,14.07,REAL,0
S1,46023.48611,20.96,2.76,41.5,15.45,REAL,0
S1,46023.49306,21.07,2.85,39.98,14.07,REAL,0
S1,46023.5,20.76,2.9,39.04,13.53,REAL,0
S1,46023.50694,20.87,2.8,39.38,14.36,REAL,0
S1,46023.51389,20.24,2.72,37.65,14,REAL,0
S1,46023.52083,20.59,2.78,38.63,14,REAL,0
S1,46023.52778,21.12,2.84,40.12,13.42,REAL,0
S1,46023.53472,20.91,2.88,39.65,13.68,REAL,0
S1,46023.54167,20.43,2.93,38.32,13.26,REAL,0
S1,46023.54861,19.99,3.11,38.86,13.3,REAL,0
S1,46023.55556,18.91,2.87,38,14.3,REAL,0
S1,46023.5625,19.96,2.98,36.51,14.03,REAL,0
S1,46023.56944,19.94,2.93,37.53,13.04,REAL,0
S1,46023.57639,20.08,2.93,39.02,13.21,REAL,0
S1,46023.58333,18.9,2.94,37.54,12.52,REAL,0
S1,46023.59028,18.73,2.78,35,13.73,REAL,0
S1,46023.59722,20.34,2.91,36.89,13.34,REAL,0
S1,46023.60417,20.06,3.04,38.37,12.72,REAL,0
S1,46023.61111,19.15,3.01,35.09,13.74,REAL,0
S1,46023.61806,18.62,2.74,37.6,13.02,REAL,0
S1,46023.625,18.37,2.75,35.5,12.43,REAL,0
S1,46023.63194,19.42,3.01,35.48,12.01,REAL,0
S1,46023.63889,18.51,2.9,35.94,12.49,REAL,0
S1,46023.64583,18.14,2.91,35.49,13.32,REAL,0
S1,46023.65278,18.33,2.86,34.34,12.18,REAL,0
S1,46023.65972,18.97,3.03,36.47,12,REAL,0
S1,46023.66667,17.41,2.97,34.71,12.06,REAL,0
S1,46023.67361,17.48,2.96,35.54,12.09,REAL,0
S1,46023.68056,18.19,2.78,35.87,12.16,REAL,0
S1,46023.6875,17.25,2.96,33.67,13.13,REAL,0
S1,46023.69444,17.75,2.94,34.91,12.8,REAL,0
S1,46023.70139,18.18,2.73,33.6,12.62,REAL,0
S1,46023.70833,17.45,2.82,34.65,11.56,REAL,0
S1,46023.71528,17.85,3,36.12,12.56,REAL,0
S1,46023.72222,17.41,2.9,34.97,11.69,REAL,0
S1,46023.72917,17.26,2.77,33.47,12.57,REAL,0
S1,46023.73611,17.29,2.97,33.87,12.11,REAL,0
S1,46023.74306,17.71,3.08,33.82,12.95,REAL,0
S1,46023.75,17.93,2.74,33.55,11.86,REAL,0
S1,46023.75694,17.71,2.77,34.66,12.29,REAL,0
S1,46023.76389,17.59,2.74,34.71,12.08,REAL,0
S1,46023.77083,17.08,3.01,34.24,12.32,REAL,0
S1,46023.77778,17.67,2.86,33.85,11.83,REAL,0
S1,46023.78472,17.53,2.86,35.73,12.08,REAL,0
S1,46023.79167,17.77,3.01,33.93,12.75,REAL,0
S1,46023.79861,17.5,3.05,36.03,11.79,REAL,0
S1,46023.80556,17.22,2.82,34.42,12.17,REAL,0
S1,46023.8125,18.22,2.88,34.4,12.39,REAL,0
S1,46023.81944,17.81,2.95,34.74,13.28,REAL,0
S1,46023.82639,17.41,3.02,35.87,11.76,REAL,0
S1,46023.83333,18.13,2.75,36.5,13.15,REAL,0
S1,46023.84028,18.17,2.93,35.61,13.25,REAL,0
S1,46023.84722,18.01,3.08,34.43,12.36,REAL,0
S1,46023.85417,17.78,3.01,35.63,13.17,REAL,0
S1,46023.86111,18.43,2.95,36.02,12.83,REAL,0
S1,46023.86806,17.94,2.92,36.16,11.84,REAL,0
S1,46023.875,18.6,2.91,34.38,12.94,REAL,0
S1,46023.88194,18.63,3.06,35.65,12.71,REAL,0
S1,46023.88889,18.28,2.92,36.82,12.05,REAL,0
S1,46023.89583,18.22,2.94,37.31,12.53,REAL,0
S1,46023.90278,17.78,2.68,36.18,12.31,REAL,0
S1,46023.90972,17.86,2.99,36.39,12.52,REAL,0
S1,46023.91667,19.1,2.93,36.54,13.16,REAL,0
S1,46023.92361,19.08,3.01,37.12,13.21,REAL,0
S1,46023.93056,19.22,2.97,36.69,13.7,REAL,0
S1,46023.9375,19.1,2.76,36.91,12.64,REAL,0
S1,46023.94444,18.9,2.66,35.2,13.36,REAL,0
S1,46023.95139,18.64,2.9,36.78,12.4,REAL,0
S1,46023.95833,19.95,2.7,37.74,13.12,REAL,0
S1,46023.96528,20.74,2.97,37.41,13.75,REAL,0
S1,46023.97222,19.88,2.84,38.68,13.66,REAL,0
S1,46023.97917,20.5,2.92,40.06,13.12,REAL,0
S1,46023.98611,19.52,2.85,37.67,13.67,REAL,0
S1,46023.99306,19.83,3.12,39.71,13.68,REAL,0
S1,46024,20.93,2.8,39.02,13.15,REAL,0
S1,46024.00694,20.01,2.75,39.5,14.5,REAL,0
S1,46024.01389,20.54,2.99,39.93,13.19,REAL,0
S1,46024.02083,20.31,2.94,39.77,14.11,REAL,0
S1,46024.02778,20.61,3.02,39.82,13.79,REAL,0
S1,46024.03472,20.44,2.79,37.99,14.56,REAL,0
S1,46024.04167,21.44,2.77,41.57,14.25,REAL,0
S1,46024.04861,21.22,2.87,40.25,15.54,REAL,0
S1,46024.05556,21.27,2.88,40.5,14.48,REAL,0
S1,46024.0625,21.76,2.89,40.65,13.5,REAL,0
S1,46024.06944,21.86,2.94,41.57,13.05,REAL,0
S1,46024.07639,21.95,2.8,41.19,13.97,REAL,0
S1,46024.08333,22.03,2.92,42.65,15.23,REAL,0
S1,46024.09028,22.22,3.01,42.89,15.57,REAL,0
S1,46024.09722,22.27,2.83,41.72,15.14,REAL,0
S1,46024.10417,22,3,42.97,14.37,REAL,0
S1,46024.11111,22.05,2.91,41.61,14.99,REAL,0
S1,46024.11806,21.63,2.69,41.14,14.32,REAL,0
S1,46024.125,22.4,3.13,43.8,15.23,REAL,0
S1,46024.13194,22.05,2.74,43.84,16.61,REAL,0
S1,46024.13889,23.12,2.93,42.92,15.36,REAL,0
S1,46024.14583,21.9,2.89,41.83,14.84,REAL,0
S1,46024.15278,22.25,3,41.83,15.28,REAL,0
S1,46024.15972,22.44,2.93,41.22,15.61,REAL,0
S1,46024.16667,23.28,2.86,43.73,15.98,REAL,0
S1,46024.17361,22.52,3.08,42.37,15.37,REAL,0
S1,46024.18056,22.88,2.93,42.77,16.78,REAL,0
S1,46024.1875,23.13,2.89,43.65,15.64,REAL,0
S1,46024.19444,23.18,3.16,42.81,16.53,REAL,0
S1,46024.20139,23.5,3.06,43.23,15.61,REAL,0
S1,46024.20833,23.19,2.78,44.14,15.53,REAL,0
S1,46024.21528,23.68,2.98,42.12,16.1,REAL,0
S1,46024.22222,24.36,2.94,43.4,15.88,REAL,0
S1,46024.22917,23.6,2.76,44,15.46,REAL,0
S1,46024.23611,22.97,2.87,45.32,15.98,REAL,0
S1,46024.24306,23.59,2.89,44.82,16.39,REAL,0
S1,46024.25,22.7,2.95,43.18,14.9,REAL,0
S1,46024.25694,23.66,2.89,45.2,15.83,REAL,0
S1,46024.26389,23.53,2.83,44.82,15.53,REAL,0
S1,46024.27083,23.61,2.98,45.67,16.26,REAL,0
S1,46024.27778,23.32,2.88,44.34,16.24,REAL,0
S1,46024.28472,23.15,2.89,43.07,16.28,REAL,0
S1,46024.29167,23.41,3.05,44.26,15.74,REAL,0
S1,46024.29861,23.21,2.87,43.72,16,REAL,0
S1,46024.30556,23.99,2.75,41.56,16.38,REAL,0
S1,46024.3125,22.93,2.72,44.65,16.29,REAL,0
S1,46024.31944,23.25,2.94,42.63,16,REAL,0
S1,46024.32639,23.51,2.96,44.23,15.43,REAL,0
S1,46024.33333,23,2.81,43.44,16.57,REAL,0
S1,46024.34028,22.89,3.01,43,16.62,REAL,0
S1,46024.34722,24.3,2.84,44.35,15.86,REAL,0
S1,46024.35417,23.45,2.83,45.62,15.78,REAL,0
S1,46024.36111,22.55,2.8,44.81,15.38,REAL,0
S1,46024.36806,23.81,2.97,44.61,15.33,REAL,0
S1,46024.375,23.41,2.96,43.27,16.48,REAL,0
S1,46024.38194,22.77,2.93,44.34,15.65,REAL,0
S1,46024.38889,22.22,2.7,44.87,14.84,REAL,0
S1,46024.39583,22.9,2.98,43.68,15.1,REAL,0
S1,46024.40278,22.62,3.06,43.31,15.76,REAL,0
S1,46024.40972,22.94,2.84,42.29,15.69,REAL,0
S1,46024.41667,22.24,3.16,42.35,14.1,REAL,0
S1,46024.42361,22.05,2.78,41.57,14.55,REAL,0
S1,46024.43056,21.52,2.95,42.98,14.67,REAL,0
S1,46024.4375,21.73,2.97,41.66,15.19,REAL,0
S1,46024.44444,22.99,2.86,42,15.45,REAL,0
S1,46024.45139,21.36,3.03,41.23,16.26,REAL,0
S1,46024.45833,22.43,3.02,41.6,14.79,REAL,0
S1,46024.46528,21.31,2.86,41.27,14.98,REAL,0
S1,46024.47222,21.04,2.71,40.49,14.44,REAL,0
S1,46024.47917,20.89,3.09,41.79,14.79,REAL,0
S1,46024.48611,22.34,3.06,40.09,13.94,REAL,0
S1,46024.49306,21.47,2.72,40.9,14.42,REAL,0
S1,46024.5,20.88,2.85,38.11,12.54,REAL,0
S1,46024.50694,21.45,2.86,38.68,14.21,REAL,0
S1,46024.51389,20.57,2.88,38.4,13.57,REAL,0
S1,46024.52083,21.37,2.87,39.26,13.61,REAL,0
S1,46024.52778,19.41,2.99,40.02,13.84,REAL,0
S1,46024.53472,19.84,2.85,40.07,13.35,REAL,0
S1,46024.54167,19.04,3.02,37.25,13.06,REAL,0
S1,46024.54861,20.06,2.97,38.16,13.28,REAL,0
S1,46024.55556,20.06,2.99,35.62,12.96,REAL,0
S1,46024.5625,19.75,3.04,37.34,13.06,REAL,0
S1,46024.56944,20.01,2.88,37.69,12.68,REAL,0
S1,46024.57639,20.29,2.89,37.81,15.06,REAL,0
S1,46024.58333,19.18,2.76,37.7,12.65,REAL,0
S1,46024.59028,19.16,2.99,37.26,12.56,REAL,0
S1,46024.59722,18.95,2.86,35.82,13.19,REAL,0
S1,46024.60417,19.13,3.04,36.7,13.21,REAL,0
S1,46024.61111,19.03,3,37.97,14.27,REAL,0
S1,46024.61806,19.29,2.87,36.95,13.64,REAL,0
S1,46024.625,17.44,2.84,37.04,12.55,REAL,0
S1,46024.63194,18.38,2.86,35.35,12.1,REAL,0
S1,46024.63889,19,2.86,36.15,12.55,REAL,0
S1,46024.64583,18.27,2.92,36.03,12.44,REAL,0
S1,46024.65278,18.56,3.1,34.74,12.23,REAL,0
S1,46024.65972,18.68,2.95,36.38,13.12,REAL,0
S1,46024.66667,17.96,2.8,36.06,12.19,REAL,0
S1,46024.67361,17.76,2.89,35.28,12.34,REAL,0
S1,46024.68056,18.39,2.96,34.01,12.79,REAL,0
S1,46024.6875,18.21,3.09,34.73,12.07,REAL,0
S1,46024.69444,17.5,2.79,35.9,13.1,REAL,0
S1,46024.70139,18.06,3.02,34.02,12.37,REAL,0
S1,46024.70833,17.82,3,31.75,12.39,REAL,0
S1,46024.71528,17.66,3,36.06,12.71,REAL,0
S1,46024.72222,17.6,2.82,36.62,11.96,REAL,0
S1,46024.72917,17.41,2.92,33.71,11.39,REAL,0
S1,46024.73611,17.02,2.89,32.95,12.43,REAL,0
S1,46024.74306,17.57,2.83,34.77,12.72,REAL,0
S1,46024.75,17.73,2.83,33.96,11.58,REAL,0
S1,46024.75694,17.27,2.75,32.48,11.19,REAL,0
S1,46024.76389,17.38,2.92,35.89,12.43,REAL,0
S1,46024.77083,17.52,2.8,34.15,12.02,REAL,0
S1,46024.77778,17.08,3.04,34.18,11.99,REAL,0
S1,46024.78472,17.32,2.94,33.14,12.03,REAL,0
S1,46024.79167,17.45,2.91,34.61,11.53,REAL,0
S1,46024.79861,17.4,3.08,33.26,12.51,REAL,0
S1,46024.80556,17.87,2.93,34.32,12.45,REAL,0
S1,46024.8125,18.24,3.01,33.36,11.84,REAL,0
S1,46024.81944,18.38,3.04,33.89,11.94,REAL,0
S1,46024.82639,17.11,2.84,34.42,12.19,REAL,0
S1,46024.83333,18.3,2.9,34.51,12.19,REAL,0
S1,46024.84028,17.89,3.06,35.51,12.1,REAL,0
S1,46024.84722,18.61,2.94,34.84,12.47,REAL,0
S1,46024.85417,18.89,3.12,35.59,12.5,REAL,0
S1,46024.86111,17.94,2.85,32.97,12.62,REAL,0
S1,46024.86806,16.76,2.87,36.05,13.23,REAL,0
S1,46024.875,19.82,2.75,36,12.8,REAL,0
S1,46024.88194,18.64,2.87,36.37,12.38,REAL,0
S1,46024.88889,19.06,2.9,33.97,13.2,REAL,0
S1,46024.89583,17.43,3.22,36.8,12.68,REAL,0
S1,46024.90278,18.78,2.91,35.55,12.49,REAL,0
S1,46024.90972,18.8,2.61,36.4,12.66,REAL,0
S1,46024.91667,18.74,2.94,35.81,12.29,REAL,0
S1,46024.92361,19.6,2.95,37.5,13.24,REAL,0
S1,46024.93056,19.72,2.97,37.13,13.51,REAL,0
S1,46024.9375,18.78,2.89,35.99,12.83,REAL,0
S1,46024.94444,18.17,2.92,36.78,12.57,REAL,0
S1,46024.95139,18.32,2.83,36.01,12.51,REAL,0
S1,46024.95833,19.71,2.7,38.62,12.84,REAL,0
S1,46024.96528,18.34,2.92,39.79,14.08,REAL,0
S1,46024.97222,20.08,2.95,39.05,14.84,REAL,0
S1,46024.97917,19.13025056,2.86,37.46,13.54,REAL,0
S1,46024.98611,19.12012055,2.92,38.81,13.03,REAL,0
S1,46024.99306,19.10999053,2.99,38.25,13.56,REAL,0
S1,46025,19.09986052,2.84,36.84,13.91,REAL,0
S1,46025.00694,19.08973051,3.03,39.37,14.08,REAL,0
S1,46025.01389,19.0796005,2.86,39.28,14.28,REAL,0
S1,46025.02083,19.06947049,2.89,38.83,14.71,REAL,0
S1,46025.02778,19.05934048,2.89,39.95,13.44,REAL,0
S1,46025.03472,19.04921047,3.01,38.09,14.8,REAL,0
S1,46025.04167,19.03908046,2.89,40.61,14,REAL,0
S1,46025.04861,19.02895045,2.8,38.01,14.4,REAL,0
S1,46025.05556,19.01882044,2.96,39.39,15.05,REAL,0
S1,46025.0625,19.00869043,2.96,40.22,14.21,REAL,0
S1,46025.06944,18.99856042,2.75,40.74,14.52,REAL,0
S1,46025.07639,18.9884304,3.05,38.97,14.08,REAL,0
S1,46025.08333,18.97830039,3.07,41.8,15.1,REAL,0
S1,46025.09028,18.96817038,2.87,43.06,15.26,REAL,0
S1,46025.09722,18.95804037,2.8,40.97,14.35,REAL,0
S1,46025.10417,18.94791036,2.92,40.94,16.02,REAL,0
S1,46025.11111,18.93778035,2.9,41.59,14.8,REAL,0
S1,46025.11806,18.92765034,2.87,41.35,15.27,REAL,0
S1,46025.125,18.91752033,2.95,44.84,14.71,REAL,0
S1,46025.13194,18.90739032,2.9,42.17,15.64,REAL,0
S1,46025.13889,18.89726031,2.95,44.3,15.57,REAL,0
S1,46025.14583,18.8871303,2.96,43.7,15.17,REAL,0
S1,46025.15278,18.87700029,2.88,42.46,15.07,REAL,0
S1,46025.15972,18.86687027,3.03,44.23,15.09,REAL,0
S1,46025.16667,18.85674026,2.98,41.64,16.16,REAL,0
S1,46025.17361,18.84661025,2.81,43.2,16.06,REAL,0
S1,46025.18056,18.83648024,2.91,42.71,15.05,REAL,0
S1,46025.1875,18.82635023,3.05,42.16,15.71,REAL,0
S1,46025.19444,18.81622022,2.92,44.05,15.91,REAL,0
S1,46025.20139,18.80609021,2.93,43.11,15.67,REAL,0
S1,46025.20833,18.7959602,2.9,43.02,53.16,REAL,0
S1,46025.21528,18.78583019,2.98,43.86,16.48,REAL,0
S1,46025.22222,18.77570018,2.79,45.57,15.05,REAL,0
S1,46025.22917,18.76557017,2.84,44.68,15.96,REAL,0
S1,46025.23611,18.75544016,2.98,44.14,15.43,REAL,0
S1,46025.24306,18.74531014,3,44.93,15.87,REAL,0
S1,46025.25,18.73518013,2.96,42.98,15.37,REAL,0
S1,46025.25694,18.72505012,2.91,41.89,15.94,REAL,0
S1,46025.26389,18.71492011,2.95,45.05,15.48,REAL,0
S1,46025.27083,18.7047901,2.91,44.04,16.11,REAL,0
S1,46025.27778,18.69466009,2.8,44.66,16.38,REAL,0
S1,46025.28472,18.68453008,2.84,43.28,15.43,REAL,0
S1,46025.29167,18.67440007,2.89,43.41,16.38,REAL,0
S1,46025.29861,18.66427006,2.89,45.5,16.49,REAL,0
S1,46025.30556,18.65414005,2.85,43.6,15.08,REAL,0
S1,46025.3125,18.64401004,2.84,43.47,16.76,REAL,0
S1,46025.31944,18.63388003,2.89,45.06,15.27,REAL,0
S1,46025.32639,18.62375001,2.92,44.31,15.51,REAL,0
S1,46025.33333,18.61362,3,42.03,16.17,REAL,0
S1,46025.34028,18.60348999,2.93,45.27,16.07,REAL,0
S1,46025.34722,18.59335998,2.74,43.5,15.96,REAL,0
S1,46025.35417,18.58322997,2.89,43.93,15.81,REAL,0
S1,46025.36111,18.57309996,2.89,45.18,16.36,REAL,0
S1,46025.36806,18.56296995,2.96,42.91,15.28,REAL,0
S1,46025.375,18.55283994,3,43.22,15.62,REAL,0
S1,46025.38194,18.54270993,2.97,42.97,16.25,REAL,0
S1,46025.38889,18.53257992,2.93,43.63,15.26,REAL,0
S1,46025.39583,18.52244991,2.8,41.2,14.38,REAL,0
S1,46025.40278,18.5123199,2.72,42.12,15.4,REAL,0
S1,46025.40972,18.50218988,2.8,42.12,15.15,REAL,0
S1,46025.41667,18.49205987,2.92,41.09,15.14,REAL,0
S1,46025.42361,18.48192986,2.95,42.83,14.75,REAL,0
S1,46025.43056,18.47179985,2.77,42.49,14.98,REAL,0
S1,46025.4375,18.46166984,2.9,42.2,15.4,REAL,0
S1,46025.44444,18.45153983,2.94,40.79,15.25,REAL,0
S1,46025.45139,18.44140982,3.08,41.5,15.19,REAL,0
S1,46025.45833,18.43127981,2.96,40.43,14.2,REAL,0
S1,46025.46528,18.4211498,3.04,41.92,13.33,REAL,0
S1,46025.47222,18.41101979,2.88,41.12,15.61,REAL,0
S1,46025.47917,18.40088978,2.82,40.1,13.86,REAL,0
S1,46025.48611,18.39075977,2.82,42.6,14.98,REAL,0
S1,46025.49306,18.38062975,2.91,40.94,14.67,REAL,0
S1,46025.5,18.37049974,2.87,39.19,14.49,REAL,0
S1,46025.50694,18.36036973,3,39.78,14,REAL,0
S1,46025.51389,18.35023972,3.04,38.2,13.64,REAL,0
S1,46025.52083,18.34010971,6.21,7.59,14.46,REAL,0
S1,46025.52778,18.3299797,3.05,40.68,14.19,REAL,0
S1,46025.53472,18.31984969,3.05,38.56,14.24,REAL,0
S1,46025.54167,18.30971968,3.05,38.77,13.62,REAL,0
S1,46025.54861,18.29958967,2.99,37.36,12.96,REAL,0
S1,46025.55556,18.28945966,2.9,38.21,13.22,REAL,0
S1,46025.5625,18.27932965,2.79,38.08,13.44,REAL,0
S1,46025.56944,18.26919964,2.97,36.46,13.77,REAL,0
S1,46025.57639,18.25906962,3.04,37.53,13.43,REAL,0
S1,46025.58333,18.24893961,2.91,35.54,13.56,REAL,0
S1,46025.59028,18.2388096,2.97,36.07,13.04,REAL,0
S1,46025.59722,18.22867959,2.93,36.68,12.73,REAL,0
S1,46025.60417,18.21854958,2.97,35.58,13.33,REAL,0
S1,46025.61111,18.20841957,3.1,37.75,13.15,REAL,0
S1,46025.61806,18.19828956,2.85,35.43,12.7,REAL,0
S1,46025.625,18.18815955,2.92,36.86,12.84,REAL,0
S1,46025.63194,18.17802954,3.02,36.3,12.49,REAL,0
S1,46025.63889,18.16789953,2.99,36.15,12.05,REAL,0
S1,46025.64583,18.15776952,2.95,36.27,13.23,REAL,0
S1,46025.65278,18.14763951,3.21,34.64,12.41,REAL,0
S1,46025.65972,18.13750949,3.01,34.94,12.49,REAL,0
S1,46025.66667,18.12737948,2.87,34.78,12.35,REAL,0
S1,46025.67361,18.11724947,2.91,36.14,12.19,REAL,0
S1,46025.68056,18.10711946,2.93,34.28,12.16,REAL,0
S1,46025.6875,18.09698945,2.86,34.34,12.77,REAL,0
S1,46025.69444,18.08685944,2.79,34.57,12.41,REAL,0
S1,46025.70139,18.07672943,2.89,36.3,12.39,REAL,0
S1,46025.70833,18.06659942,2.98,33.6,12.04,REAL,0
S1,46025.71528,18.05646941,2.67,34.99,12.87,REAL,0
S1,46025.72222,18.0463394,2.92,33.27,11.8,REAL,0
S1,46025.72917,18.03620939,3.01,34.18,12.58,REAL,0
S1,46025.73611,18.02607938,2.78,34.1,13.39,REAL,0
S1,46025.74306,18.01594936,2.94,33.16,12.19,REAL,0
S1,46025.75,18.00581935,2.88,34.35,12.2,REAL,0
S1,46025.75694,17.99568934,2.82,34.68,12.21,REAL,0
S1,46025.76389,17.98555933,2.96,34.58,12.17,REAL,0
S1,46025.77083,17.97542932,2.88,35.11,11.97,REAL,0
S1,46025.77778,17.96529931,2.99,35.87,11.88,REAL,0
S1,46025.78472,17.9551693,2.86,33.68,11.42,REAL,0
S1,46025.79167,17.94503929,2.9,34.51,11.79,REAL,0
S1,46025.79861,17.93490928,2.87,34.7,11.6,REAL,0
S1,46025.80556,17.92477927,2.84,34.78,11.82,REAL,0
S1,46025.8125,17.91464926,2.88,35.98,12.12,REAL,0
S1,46025.81944,17.90451925,2.92,35.15,11.32,REAL,0
S1,46025.82639,17.89438923,2.95,33.49,11.56,REAL,0
S1,46025.83333,17.88425922,2.77,34.84,11.85,REAL,0
S1,46025.84028,17.87412921,2.79,33.85,12.4,REAL,0
S1,46025.84722,17.8639992,2.86,35.77,12.66,REAL,0
S1,46025.85417,17.85386919,2.79,33.24,11.47,REAL,0
S1,46025.86111,17.84373918,2.99,34.45,12,REAL,0
S1,46025.86806,17.83360917,3.07,34.89,11.32,REAL,0
S1,46025.875,17.82347916,2.8,35.47,12.92,REAL,0
S1,46025.88194,17.81334915,2.98,35.53,13,REAL,0
S1,46025.88889,17.80321914,2.81,34.72,12.52,REAL,0
S1,46025.89583,17.79308913,3.11,34,12.86,REAL,0
S1,46025.90278,17.78295912,2.95,35.31,12.49,REAL,0
S1,46025.90972,17.7728291,2.97,33.88,13.08,REAL,0
S1,46025.91667,17.76269909,2.85,35.7,12.66,REAL,0
S1,46025.92361,17.75256908,2.77,37.26,13.21,REAL,0
S1,46025.93056,17.74243907,3.1,36.75,12.72,REAL,0
S1,46025.9375,17.73230906,2.95,36.64,12.63,REAL,0
S1,46025.94444,17.72217905,2.84,34.59,13.55,REAL,0
S1,46025.95139,17.71204904,2.87,35.71,12.09,REAL,0
S1,46025.95833,17.70191903,2.87,36.79,13.32,REAL,0
S1,46025.96528,17.69178902,2.88,39.36,14.18,REAL,0
S1,46025.97222,17.68165901,2.85,37.69,13.6,REAL,0
S1,46025.97917,17.671529,2.88,38.64,13.23,REAL,0
S1,46025.98611,17.66139899,2.89,39.49,13.12,REAL,0
S1,46025.99306,17.65126897,2.85,38.06,13.29,REAL,0
S1,46026,17.64113896,2.79,38.56,13.47,REAL,0
S1,46026.00694,17.63100895,2.85,38.44,13.87,REAL,0
S1,46026.01389,17.62087894,2.85,38.69,13.93,REAL,0
S1,46026.02083,17.61074893,2.9,38.6,14.48,REAL,0
S1,46026.02778,17.60061892,2.94,38.26,14.45,REAL,0
S1,46026.03472,17.59048891,2.87,38.69,14.31,REAL,0
S1,46026.04167,17.5803589,2.84,41.25,14.11,REAL,0
S1,46026.04861,17.57022889,2.66,40.83,13.9,REAL,0
S1,46026.05556,17.56009888,2.77,42.27,14.06,REAL,0
